ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5009015,M,N,Y,0,136657.74,Working,Lower secondary,Civil marriage,House / apartment,-12246,-1566,1,0,1,0,,2.0
5009016,F,N,N,0,153968.31,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13676,-584,1,0,1,0,Core staff,1.0
5009017,F,N,N,0,121020.98,Working,Secondary / secondary special,Married,House / apartment,-9113,-2191,1,0,0,0,Laborers,2.0
5009018,M,Y,Y,0,111600.18,Working,Higher education,Civil marriage,House / apartment,-15517,-480,1,1,0,0,,2.0
5009019,F,Y,Y,0,58384.82,Working,Secondary / secondary special,Married,House / apartment,-14306,-3750,1,0,1,0,Laborers,2.0
5009020,F,N,Y,0,111002.32,Working,Secondary / secondary special,Married,House / apartment,-18261,-6053,1,0,0,0,Medicine staff,2.0
5009021,M,N,Y,0,210578.05,Pensioner,Secondary / secondary special,Married,House / apartment,-22514,365243,1,0,0,0,,2.0
5009022,F,N,Y,0,225285.27,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12524,-4261,1,0,0,0,Laborers,2.0
5009023,M,N,Y,1,116359.93,Commercial associate,Secondary / secondary special,Separated,House / apartment,-16886,-549,1,0,0,0,Laborers,2.0
5009024,F,Y,Y,0,282022.74,Working,Higher education,Single / not married,House / apartment,-13815,-1180,1,0,1,0,High skill tech staff,1.0
5009025,F,Y,Y,0,145168.14,Working,Incomplete higher,Separated,House / apartment,-8010,-203,1,0,0,1,Sales staff,1.0
5009026,F,N,Y,1,75438.79,Commercial associate,Secondary / secondary special,Married,House / apartment,-21700,-394,1,1,0,0,Laborers,3.0
5009027,F,N,Y,1,64460.5,Commercial associate,Higher education,Civil marriage,House / apartment,-18424,-111,1,0,0,0,,3.0
5009028,F,N,N,0,270798.14,Working,Secondary / secondary special,Married,House / apartment,-7343,-730,1,0,0,0,Medicine staff,2.0
5009029,F,N,Y,0,122210.24,Commercial associate,Secondary / secondary special,Married,With parents,-11680,-1669,1,0,1,0,Sales staff,2.0
5009030,M,N,Y,1,80255.27,Pensioner,Higher education,Married,House / apartment,-12722,365243,1,0,1,0,,3.0
5009031,F,Y,Y,1,47589.24,Working,Secondary / secondary special,Married,House / apartment,-21532,-5454,1,0,0,0,Managers,3.0
5009032,M,Y,Y,1,120830.25,Working,Secondary / secondary special,Married,House / apartment,-20641,-1362,1,0,1,0,,3.0
5009033,F,N,Y,0,180299.64,Working,Secondary / secondary special,Married,House / apartment,-14250,-2253,1,1,1,0,Laborers,2.0
5009034,M,N,Y,0,103896.91,State servant,Secondary / secondary special,Married,With parents,-10063,-1125,1,1,1,0,Sales staff,2.0
5009035,F,Y,N,0,86975.12,Working,Secondary / secondary special,Married,House / apartment,-14072,-3876,1,1,0,0,Core staff,2.0
5009036,F,N,Y,1,111894.54,Working,Higher education,Married,House / apartment,-21508,-5717,1,0,0,0,Core staff,3.0
5009037,F,N,Y,0,274195.33,Pensioner,Higher education,Married,House / apartment,-15236,365243,1,0,1,0,,2.0
5009038,F,N,Y,0,73387.52,Working,Secondary / secondary special,Married,House / apartment,-9336,-1238,1,1,0,1,Drivers,2.0
5009039,M,Y,N,1,106846.6,Commercial associate,Secondary / secondary special,Separated,House / apartment,-7980,-189,1,0,0,0,High skill tech staff,2.0
5009040,F,Y,N,0,269784.53,Working,Higher education,Single / not married,House / apartment,-13149,-391,1,0,0,0,,1.0
5009041,F,Y,N,0,188544.28,State servant,Higher education,Married,House / apartment,-9906,-2793,1,0,0,0,Drivers,2.0
5009042,F,Y,Y,0,161065.1,Pensioner,Secondary / secondary special,Separated,House / apartment,-20367,365243,1,0,0,0,,1.0
5009043,F,Y,N,0,106486.87,Commercial associate,Secondary / secondary special,Married,House / apartment,-12192,-862,1,1,0,0,,2.0
5009044,M,Y,Y,0,149530.01,Pensioner,Secondary / secondary special,Married,Rented apartment,-22688,365243,1,0,0,0,,2.0
5009045,M,N,Y,0,112542.42,Working,Secondary / secondary special,Married,House / apartment,-18128,-3035,1,0,0,0,Laborers,2.0
5009046,M,N,N,0,95827.69,Commercial associate,Higher education,Married,House / apartment,-14206,-2597,1,0,0,0,,2.0
5009047,F,Y,N,0,85816.9,Working,Secondary / secondary special,Married,House / apartment,-18000,-3688,1,0,1,0,,2.0
5009048,F,Y,Y,0,217955.85,Commercial associate,Incomplete higher,Married,With parents,-12479,-3096,1,0,0,0,Sales staff,2.0
5009049,M,N,Y,0,142885.22,Commercial associate,Secondary / secondary special,Married,House / apartment,-9782,-2194,1,0,0,0,Laborers,2.0
5009050,F,N,Y,0,172345.57,Pensioner,Secondary / secondary special,Married,House / apartment,-24208,365243,1,0,1,0,,2.0
5009051,M,Y,Y,0,158869.21,Working,Secondary / secondary special,Single / not married,House / apartment,-17178,-9,1,0,0,0,,1.0
5009052,M,Y,Y,0,183589.84,Commercial associate,Secondary / secondary special,Married,House / apartment,-7433,-730,1,0,0,0,,2.0
5009053,M,N,N,0,129656.07,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-12745,365243,1,1,0,0,,1.0
5009054,F,N,Y,0,115748.07,Working,Secondary / secondary special,Married,House / apartment,-10101,-1982,1,1,0,0,Managers,2.0
5009055,F,N,N,0,97964.44,Pensioner,Incomplete higher,Separated,With parents,-11831,365243,1,0,0,0,,1.0
5009056,M,N,N,0,72621.44,Working,Secondary / secondary special,Married,House / apartment,-8281,-1461,1,0,1,0,Laborers,2.0
5009057,F,N,Y,0,84034.56,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-11601,-2303,1,0,0,0,,2.0
5009058,F,N,N,1,122674.67,State servant,Secondary / secondary special,Single / not married,House / apartment,-19279,-1877,1,0,0,0,Laborers,2.0
5009059,F,N,Y,0,66070.67,Working,Secondary / secondary special,Married,House / apartment,-21691,-1707,1,1,1,0,,2.0
5009060,M,N,Y,0,73781.04,Working,Secondary / secondary special,Married,House / apartment,-13395,-238,1,0,0,0,Managers,2.0
5009061,M,Y,Y,0,247971.71,Working,Secondary / secondary special,Married,House / apartment,-16464,-1222,1,1,1,0,,2.0
5009062,F,Y,Y,1,164734.4,Commercial associate,Secondary / secondary special,Separated,House / apartment,-8037,-316,1,0,0,0,Laborers,2.0
5009063,F,N,N,0,117486.84,Commercial associate,Higher education,Married,House / apartment,-8896,-118,1,0,1,0,Cooking staff,2.0
5009064,F,N,N,0,458532.86,Working,Secondary / secondary special,Married,House / apartment,-16981,-875,1,0,0,0,Sales staff,2.0
5009065,M,Y,Y,0,64593.89,Pensioner,Secondary / secondary special,Married,House / apartment,-22041,365243,1,0,0,0,,2.0
5009066,F,N,N,0,239858.79,Pensioner,Secondary / secondary special,Married,House / apartment,-8847,365243,1,0,1,1,,2.0
5009067,F,Y,Y,2,139283.54,Pensioner,Secondary / secondary special,Married,House / apartment,-14642,365243,1,0,0,0,,4.0
5009068,M,Y,N,0,218059.56,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-24318,365243,1,0,1,0,,2.0
5009069,M,N,Y,1,155511.79,Working,Secondary / secondary special,Married,House / apartment,-20257,-4417,1,0,1,0,Medicine staff,3.0
5009070,M,Y,Y,0,57749.93,Pensioner,Secondary / secondary special,Widow,House / apartment,-10769,365243,1,1,1,0,,1.0
5009071,M,N,Y,0,154466.15,Working,Secondary / secondary special,Married,House / apartment,-12304,-3643,1,0,1,0,Sales staff,2.0
5009072,F,N,Y,0,174168.4,Commercial associate,Lower secondary,Married,House / apartment,-23923,-103,1,0,0,0,Drivers,2.0
5009073,F,Y,Y,0,49217.64,Commercial associate,Secondary / secondary special,Married,House / apartment,-11179,-1129,1,0,0,0,Cooking staff,2.0
5009074,M,N,N,0,389268.32,Working,Secondary / secondary special,Single / not married,House / apartment,-15034,-828,1,0,1,0,Laborers,1.0
5009075,M,Y,Y,0,172060.91,Working,Secondary / secondary special,Married,House / apartment,-13539,-1016,1,1,0,0,Laborers,2.0
5009076,M,N,N,0,206074.67,Working,Secondary / secondary special,Married,House / apartment,-15896,-1794,1,0,0,0,Laborers,2.0
5009077,M,N,N,1,82226.7,Working,Secondary / secondary special,Married,House / apartment,-11452,-67,1,0,0,0,Low-skill Laborers,3.0
5009078,F,N,Y,0,208003.2,Working,Higher education,Married,With parents,-19022,-1015,1,0,1,1,,2.0
5009079,F,Y,Y,0,253914.34,Pensioner,Higher education,Single / not married,House / apartment,-11417,365243,1,0,1,0,,1.0
5009080,M,N,N,0,167172.94,Working,Secondary / secondary special,Married,Co-op apartment,-17861,-1792,1,1,1,0,Core staff,2.0
5009081,F,N,Y,0,146578.18,Working,Secondary / secondary special,Married,House / apartment,-13577,-1235,1,0,1,0,Accountants,2.0
5009082,M,Y,Y,0,94202.87,Working,Secondary / secondary special,Married,House / apartment,-11713,-2411,1,0,0,0,Sales staff,2.0
5009083,M,N,Y,1,132176.91,Working,Secondary / secondary special,Married,House / apartment,-19489,-451,1,0,0,0,Drivers,3.0
5009084,M,Y,Y,2,114003.59,Working,Secondary / secondary special,Married,House / apartment,-24227,-806,1,0,0,0,Core staff,4.0
5009085,F,N,N,0,196025.07,Working,Incomplete higher,Married,House / apartment,-22546,-590,1,1,1,0,Drivers,2.0
5009086,F,Y,Y,0,96284.44,Working,Higher education,Married,House / apartment,-8827,-199,1,1,1,0,Laborers,2.0
5009087,F,Y,Y,0,195306.49,Working,Incomplete higher,Married,House / apartment,-15271,-1126,1,1,1,0,Sales staff,2.0
5009088,F,N,Y,1,96810.16,Working,Secondary / secondary special,Married,House / apartment,-19485,-2723,1,0,1,0,Laborers,3.0
5009089,F,N,N,0,129162.13,Pensioner,Secondary / secondary special,Married,House / apartment,-17168,365243,1,0,1,0,,2.0
5009090,F,Y,N,0,200390.29,Working,Higher education,Married,House / apartment,-20039,-739,1,0,1,0,Core staff,2.0
5009091,F,N,Y,2,103580.22,Working,Higher education,Married,House / apartment,-24400,-1784,1,0,0,0,Accountants,4.0
5009092,F,Y,Y,1,203876.2,State servant,Secondary / secondary special,Married,House / apartment,-13305,-2580,1,1,0,0,Sales staff,3.0
5009093,F,N,Y,0,194171.5,Commercial associate,Lower secondary,Married,With parents,-20819,-1087,1,0,1,0,Managers,2.0
5009094,F,N,Y,2,128608.05,Working,Higher education,Single / not married,House / apartment,-8954,-772,1,0,1,0,Managers,3.0
5009095,F,N,Y,0,263258.47,Pensioner,Secondary / secondary special,Married,House / apartment,-22553,365243,1,0,1,0,,2.0
5009096,M,Y,N,0,153106.98,Commercial associate,Secondary / secondary special,Married,House / apartment,-20952,-233,1,0,1,0,Laborers,2.0
5009097,F,N,Y,0,255541.03,Commercial associate,Secondary / secondary special,Married,House / apartment,-16438,-2262,1,0,0,0,Laborers,2.0
5009098,F,Y,Y,1,361035.82,Working,Higher education,Married,House / apartment,-21699,-2896,1,0,1,0,High skill tech staff,3.0
5009099,F,Y,N,0,130528.84,Working,Higher education,Single / not married,With parents,-18992,-2672,1,0,1,0,Sales staff,1.0
5009100,M,N,Y,0,203308.03,State servant,Secondary / secondary special,Married,House / apartment,-16986,-873,1,1,0,0,Laborers,2.0
5009101,F,N,Y,2,107067.64,Pensioner,Secondary / secondary special,Married,House / apartment,-23890,365243,1,0,0,0,,4.0
5009102,F,Y,Y,0,87868.16,Working,Secondary / secondary special,Married,House / apartment,-9588,-2922,1,0,0,0,Laborers,2.0
5009103,F,N,Y,1,133555.2,Working,Secondary / secondary special,Single / not married,House / apartment,-24713,-667,1,0,0,0,,2.0
5009104,F,Y,N,0,74510.84,Working,Secondary / secondary special,Widow,House / apartment,-10012,-2668,1,1,1,0,,1.0
5009105,F,N,Y,0,92152.13,Working,Secondary / secondary special,Married,House / apartment,-15723,-2699,1,0,1,0,,2.0
5009106,F,N,Y,0,197939.42,State servant,Higher education,Civil marriage,House / apartment,-11362,-1565,1,0,0,0,,2.0
5009107,F,Y,Y,1,113911.32,Working,Secondary / secondary special,Married,House / apartment,-12072,-5478,1,0,0,0,Drivers,3.0
5009108,M,N,N,0,210082.81,State servant,Secondary / secondary special,Married,House / apartment,-18382,-346,1,0,0,0,Laborers,2.0
5009109,M,N,Y,0,171049.11,Working,Secondary / secondary special,Married,House / apartment,-7913,-1095,1,0,1,1,,2.0
5009110,F,N,Y,0,371601.39,Working,Secondary / secondary special,Married,House / apartment,-23798,-118,1,0,1,0,Managers,2.0
5009111,F,N,N,1,191409.17,Working,Higher education,Married,House / apartment,-12207,-120,1,1,0,0,Sales staff,3.0
5009112,M,N,Y,0,257071.37,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-12083,-1483,1,0,0,0,Laborers,1.0
5009113,F,Y,N,0,180041.44,Pensioner,Secondary / secondary special,Married,House / apartment,-22444,365243,1,0,1,0,,2.0
5009114,F,N,Y,0,172076.9,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-20714,-7,1,0,0,0,,2.0
5009115,F,N,Y,1,263647.04,Commercial associate,Secondary / secondary special,Married,House / apartment,-19081,-2194,1,0,0,0,,3.0
5009116,F,Y,Y,0,205746.22,Working,Higher education,Married,House / apartment,-9870,-1474,1,0,0,0,Laborers,2.0
5009117,M,N,Y,0,163575.81,Commercial associate,Secondary / secondary special,Married,House / apartment,-20797,-555,1,0,1,0,Core staff,2.0
5009118,M,N,Y,2,163215.6,Working,Secondary / secondary special,Married,House / apartment,-13629,-33,1,0,0,0,Laborers,4.0
5009119,M,Y,Y,1,192743.32,Commercial associate,Higher education,Married,House / apartment,-24729,-2009,1,1,0,0,Drivers,3.0
5009120,F,Y,Y,0,105273.1,Working,Secondary / secondary special,Married,House / apartment,-19073,-2356,1,0,1,1,,2.0
5009121,F,N,Y,4,103063.47,Pensioner,Secondary / secondary special,Married,House / apartment,-21959,365243,1,0,0,0,,6.0
5009122,F,Y,Y,0,300349.77,Pensioner,Secondary / secondary special,Married,House / apartment,-20169,365243,1,0,1,0,,2.0
5009123,F,N,N,0,374073.22,Working,Higher education,Married,House / apartment,-17723,-364,1,0,0,0,,2.0
5009124,F,N,Y,0,92555.04,State servant,Higher education,Married,House / apartment,-19863,-5306,1,0,1,0,Medicine staff,2.0
5009125,M,N,N,0,105398.41,Pensioner,Secondary / secondary special,Married,House / apartment,-17780,365243,1,0,0,0,,2.0
5009126,F,N,Y,1,260735.41,Working,Secondary / secondary special,Married,House / apartment,-8202,-1159,1,0,0,1,Managers,3.0
5009127,F,N,Y,0,192290.01,Working,Secondary / secondary special,Married,House / apartment,-13362,-3201,1,0,0,0,Sales staff,2.0
5009128,M,N,Y,0,206532.7,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-12852,365243,1,0,1,0,,1.0
5009129,M,N,N,0,230567.89,Pensioner,Higher education,Civil marriage,House / apartment,-19822,365243,1,0,1,0,,2.0
5009130,F,Y,N,0,130565.97,Working,Secondary / secondary special,Single / not married,House / apartment,-17406,-399,1,0,1,0,Cooking staff,1.0
5009131,F,N,Y,0,173682.63,State servant,Secondary / secondary special,Married,House / apartment,-18008,-1393,1,0,0,0,Laborers,2.0
5009132,F,N,N,0,167057.96,Pensioner,Secondary / secondary special,Married,House / apartment,-22154,365243,1,0,1,0,,2.0
5009133,F,N,Y,0,95870.56,Working,Secondary / secondary special,Married,House / apartment,-16514,-3224,1,1,1,0,Drivers,2.0
5009134,F,N,Y,1,172395.32,Pensioner,Secondary / secondary special,Married,House / apartment,-11131,365243,1,0,0,0,,3.0
5009135,M,Y,N,0,273444.88,Working,Secondary / secondary special,Married,With parents,-7523,-730,1,0,0,0,,2.0
5009136,F,N,N,0,124608.66,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10101,-1116,1,1,1,0,Laborers,1.0
5009137,F,N,N,0,158940.41,Working,Secondary / secondary special,Married,House / apartment,-7841,-727,1,1,0,0,Accountants,2.0
5009138,F,N,Y,0,163301.66,Working,Secondary / secondary special,Married,House / apartment,-11461,-4748,1,0,0,0,Laborers,2.0
5009139,F,Y,Y,2,127729.21,Pensioner,Secondary / secondary special,Married,House / apartment,-18437,365243,1,0,0,0,,4.0
5009140,M,N,Y,1,206581.57,Working,Secondary / secondary special,Married,Office apartment,-9959,-733,1,0,1,0,Cooking staff,3.0
5009141,M,N,Y,0,104816.57,Commercial associate,Secondary / secondary special,Married,House / apartment,-8741,-303,1,1,0,0,Medicine staff,2.0
5009142,F,N,N,0,286737.59,Pensioner,Secondary / secondary special,Married,House / apartment,-24326,365243,1,1,0,0,,2.0
5009143,F,N,Y,0,201410.98,Pensioner,Higher education,Married,House / apartment,-24782,365243,1,0,0,0,,2.0
5009144,F,N,Y,0,92190.81,Working,Secondary / secondary special,Single / not married,House / apartment,-18473,-867,1,0,1,0,Core staff,1.0
5009145,F,Y,Y,0,344209.18,Commercial associate,Higher education,Married,House / apartment,-9208,-299,1,0,0,0,Core staff,2.0
5009146,F,Y,Y,1,160179.56,Working,Higher education,Single / not married,House / apartment,-21707,-2698,1,0,0,0,High skill tech staff,2.0
5009147,F,Y,Y,1,102593.13,Pensioner,Secondary / secondary special,Married,House / apartment,-16758,365243,1,0,1,0,,3.0
5009148,F,N,Y,0,255832.26,Working,Higher education,Married,House / apartment,-10497,-2115,1,0,0,0,Secretaries,2.0
5009149,F,N,N,1,188590.97,Commercial associate,Higher education,Married,Office apartment,-17398,-834,1,0,1,0,High skill tech staff,3.0
5009150,F,N,Y,1,60719.5,Working,Higher education,Separated,House / apartment,-7995,-1095,1,0,0,0,Core staff,2.0
5009151,F,Y,N,1,113229.25,Pensioner,Secondary / secondary special,Married,House / apartment,-24354,365243,1,0,0,0,,3.0
5009152,F,N,Y,2,169320.5,Working,Secondary / secondary special,Married,House / apartment,-21785,-2661,1,0,1,0,,4.0
5009153,F,Y,Y,0,50021.92,Working,Secondary / secondary special,Married,House / apartment,-11876,-1785,1,0,1,0,Laborers,2.0
5009154,F,N,Y,0,153665.75,Working,Secondary / secondary special,Married,House / apartment,-14649,-1757,1,0,0,1,Managers,2.0
5009155,M,N,N,1,159370.93,Commercial associate,Higher education,Married,House / apartment,-14235,-44,1,0,1,0,Sales staff,3.0
5009156,F,N,Y,1,81491.5,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22408,365243,1,0,1,0,,2.0
5009157,F,N,Y,2,168606.43,Working,Secondary / secondary special,Married,House / apartment,-13522,-5295,1,0,0,0,Core staff,4.0
5009158,F,Y,Y,0,147817.24,Working,Higher education,Married,House / apartment,-8146,-285,1,0,1,0,Laborers,2.0
5009159,F,Y,Y,0,81174.22,Pensioner,Lower secondary,Widow,House / apartment,-11068,365243,1,0,0,0,,1.0
5009160,F,N,N,0,233229.98,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11084,-3479,1,1,1,0,Laborers,1.0
5009161,F,N,N,0,223893.75,Pensioner,Higher education,Married,House / apartment,-23947,365243,1,0,0,0,,2.0
5009162,M,Y,Y,0,127405.66,Pensioner,Secondary / secondary special,Married,House / apartment,-23505,365243,1,0,0,0,,2.0
5009163,F,Y,Y,0,133346.91,State servant,Secondary / secondary special,Married,House / apartment,-12575,-736,1,0,1,0,Core staff,2.0
5009164,F,N,N,0,211743.72,Working,Incomplete higher,Civil marriage,House / apartment,-7353,-730,1,0,1,0,High skill tech staff,2.0
5009165,F,N,Y,0,133208.18,Commercial associate,Higher education,Single / not married,House / apartment,-16369,-38,1,0,0,0,Laborers,1.0
5009166,F,N,Y,0,56080.64,Working,Higher education,Civil marriage,House / apartment,-21282,-701,1,0,0,0,,2.0
